Date,Close,Name
Oct 11 2021,166.6699982,ABNB
Oct 12 2021,172.75,ABNB
Oct 13 2021,173.5800018,ABNB
Oct 14 2021,170.5,ABNB
Oct 15 2021,169.1799927,ABNB
Oct 18 2021,172.3200073,ABNB
Oct 19 2021,170.7400055,ABNB
Oct 20 2021,169.7599945,ABNB
Oct 21 2021,170.5,ABNB
Oct 22 2021,166.6399994,ABNB
Oct 25 2021,169.2400055,ABNB
Oct 26 2021,171.1399994,ABNB
Oct 27 2021,169.1000061,ABNB
Oct 28 2021,171.6999969,ABNB
Oct 29 2021,170.6600037,ABNB
Nov 01 2021,174.6000061,ABNB
Nov 02 2021,172.8699951,ABNB
Nov 03 2021,172.8699951,ABNB
Nov 04 2021,178.4499969,ABNB
Nov 05 2021,201.6199951,ABNB
Nov 08 2021,200.3200073,ABNB
Nov 09 2021,194.6799927,ABNB
Nov 10 2021,192.2200012,ABNB
Nov 11 2021,191.6100006,ABNB
Nov 12 2021,206.5399933,ABNB
Nov 15 2021,207.2100067,ABNB
Nov 16 2021,207.0399933,ABNB
Nov 17 2021,199.1100006,ABNB
Nov 18 2021,204.3300018,ABNB
Nov 19 2021,196.4199982,ABNB
Nov 22 2021,181.7299957,ABNB
Nov 23 2021,178.2700043,ABNB
Nov 24 2021,179.8899994,ABNB
Nov 26 2021,173.8600006,ABNB
Nov 29 2021,180.0800018,ABNB
Nov 30 2021,172.5399933,ABNB
Dec 01 2021,163.0800018,ABNB
Dec 02 2021,169.6000061,ABNB
Dec 03 2021,166.75,ABNB
Dec 06 2021,180.8500061,ABNB
Dec 07 2021,183.1399994,ABNB
Dec 08 2021,186.4900055,ABNB
Dec 09 2021,181.4600067,ABNB
Dec 10 2021,180.4199982,ABNB
Dec 13 2021,171.0399933,ABNB
Dec 14 2021,167.9600067,ABNB
Dec 15 2020,17.39999962,BRDCY
Dec 16 2020,17.04999924,BRDCY
Dec 17 2020,17.04999924,BRDCY
Dec 18 2020,16.64999962,BRDCY
Dec 21 2020,16.5,BRDCY
Dec 22 2020,16.75,BRDCY
Dec 23 2020,16.51000023,BRDCY
Dec 24 2020,16.34000015,BRDCY
Dec 28 2020,16.30999947,BRDCY
Dec 29 2020,16.45000076,BRDCY
Dec 30 2020,16.30999947,BRDCY
Dec 31 2020,16.39999962,BRDCY
Jan 04 2021,16.22999954,BRDCY
Jan 05 2021,16.30999947,BRDCY
Jan 06 2021,16.47999954,BRDCY
Jan 07 2021,16.68000031,BRDCY
Jan 08 2021,17.48999977,BRDCY
Jan 11 2021,17.36000061,BRDCY
Jan 12 2021,17.5,BRDCY
Jan 13 2021,17.79999924,BRDCY
Jan 14 2021,18.78000069,BRDCY
Jan 15 2021,18.89999962,BRDCY
Jan 19 2021,19.47999954,BRDCY
Jan 20 2021,19.80999947,BRDCY
Jan 21 2021,19.68000031,BRDCY
Jan 22 2021,19.73999977,BRDCY
Jan 25 2021,19.73999977,BRDCY
Jan 26 2021,19.22999954,BRDCY
Jan 27 2021,18.54000092,BRDCY
Jan 28 2021,18.93000031,BRDCY
Jan 29 2021,18.70000076,BRDCY
Feb 01 2021,18.70000076,BRDCY
Feb 02 2021,18.76000023,BRDCY
Feb 03 2021,19.06999969,BRDCY
Feb 04 2021,19.42000008,BRDCY
Feb 05 2021,19.29000092,BRDCY
Feb 08 2021,19.68000031,BRDCY
Feb 09 2021,19.88999939,BRDCY
Feb 10 2021,20.42000008,BRDCY
Feb 11 2021,20.38999939,BRDCY
Feb 12 2021,21.02000046,BRDCY
Feb 16 2021,20.89999962,BRDCY
Feb 17 2021,20.26000023,BRDCY
Feb 18 2021,19.92000008,BRDCY
Feb 19 2021,19.65999985,BRDCY
Feb 22 2021,19.96999931,BRDCY
Feb 23 2021,19.95000076,BRDCY
Feb 24 2021,20.06999969,BRDCY
Feb 25 2021,20.02000046,BRDCY
Feb 26 2021,19.80999947,BRDCY
Mar 01 2021,19.73999977,BRDCY
Mar 02 2021,19.65999985,BRDCY
Mar 03 2021,20.03000069,BRDCY
Mar 04 2021,20.06999969,BRDCY
Mar 05 2021,20.38999939,BRDCY
Mar 08 2021,19.93000031,BRDCY
Mar 09 2021,20.37999916,BRDCY
Mar 10 2021,20.64999962,BRDCY
Mar 11 2021,20.10000038,BRDCY
Mar 12 2021,20.15999985,BRDCY
Mar 15 2021,20.18000031,BRDCY
Mar 16 2021,20.10000038,BRDCY
Mar 17 2021,20.04000092,BRDCY
Mar 18 2021,20.27000046,BRDCY
Mar 19 2021,20.27000046,BRDCY
Mar 22 2021,20.27000046,BRDCY
Mar 23 2021,20.12000084,BRDCY
Mar 24 2021,19.89999962,BRDCY
Mar 25 2021,20.29999924,BRDCY
Mar 26 2021,20.64999962,BRDCY
Mar 29 2021,20.69000053,BRDCY
Mar 30 2021,20.88999939,BRDCY
Mar 31 2021,20.35000038,BRDCY
Apr 01 2021,20.02000046,BRDCY
Apr 05 2021,20.09000015,BRDCY
Apr 06 2021,19.78000069,BRDCY
Apr 07 2021,20.09000015,BRDCY
Apr 08 2021,20.04000092,BRDCY
Apr 09 2021,20.12999916,BRDCY
Apr 12 2021,20.10000038,BRDCY
Apr 13 2021,20.03000069,BRDCY
Apr 14 2021,20.25,BRDCY
Apr 15 2021,20.44000053,BRDCY
Apr 16 2021,20.44000053,BRDCY
Apr 19 2021,20.35000038,BRDCY
Apr 20 2021,19.98999977,BRDCY
Apr 21 2021,20.32999992,BRDCY
Apr 22 2021,20.46999931,BRDCY
Apr 23 2021,21.01000023,BRDCY
Apr 26 2021,20.84000015,BRDCY
Apr 27 2021,20.39999962,BRDCY
Apr 28 2021,20.51000023,BRDCY
Apr 29 2021,20.52000046,BRDCY
Apr 30 2021,20.04000092,BRDCY
May 03 2021,20.27000046,BRDCY
May 04 2021,20.07999992,BRDCY
May 05 2021,20.31999969,BRDCY
May 06 2021,20.62000084,BRDCY
May 07 2021,20.92000008,BRDCY
May 10 2021,21.11000061,BRDCY
May 11 2021,21.02000046,BRDCY
May 12 2021,20.68000031,BRDCY
May 13 2021,21.20999908,BRDCY
May 14 2021,21.29999924,BRDCY
May 17 2021,21.70000076,BRDCY
May 18 2021,21.56999969,BRDCY
May 19 2021,21.88999939,BRDCY
May 20 2021,22.28000069,BRDCY
May 21 2021,21.89999962,BRDCY
May 24 2021,21.97999954,BRDCY
May 25 2021,21.90999985,BRDCY
May 26 2021,21.90999985,BRDCY
May 27 2021,21.86000061,BRDCY
May 28 2021,22.19000053,BRDCY
Jun 01 2021,21.85000038,BRDCY
Jun 02 2021,22.25,BRDCY
Jun 03 2021,22.65999985,BRDCY
Jun 04 2021,22.70999908,BRDCY
Jun 07 2021,22.70999908,BRDCY
Jun 08 2021,22.51000023,BRDCY
Jun 09 2021,22.45999908,BRDCY
Jun 10 2021,22.54000092,BRDCY
Jun 11 2021,22.45000076,BRDCY
Jun 14 2021,22.62000084,BRDCY
Jun 15 2021,22.62000084,BRDCY
Jun 16 2021,23.01000023,BRDCY
Jun 17 2021,22.97999954,BRDCY
Jun 18 2021,22.63999939,BRDCY
Jun 21 2021,22.65999985,BRDCY
Jun 22 2021,23.17000008,BRDCY
Jun 23 2021,23.18000031,BRDCY
Jun 24 2021,23.19000053,BRDCY
Jun 25 2021,23.27000046,BRDCY
Jun 28 2021,22.96999931,BRDCY
Jun 29 2021,22.85000038,BRDCY
Jun 30 2021,22.70000076,BRDCY
Jul 01 2021,22.70000076,BRDCY
Jul 02 2021,23.20000076,BRDCY
Jul 06 2021,22.98999977,BRDCY
Jul 07 2021,22.84000015,BRDCY
Jul 08 2021,22.36000061,BRDCY
Jul 09 2021,22.94000053,BRDCY
Jul 12 2021,22.55999947,BRDCY
Jul 13 2021,22.45999908,BRDCY
Jul 14 2021,21.70999908,BRDCY
Jul 15 2021,21.39999962,BRDCY
Jul 16 2021,21.23999977,BRDCY
Jul 19 2021,20.97999954,BRDCY
Jul 20 2021,21.5,BRDCY
Jul 21 2021,21.76000023,BRDCY
Jul 22 2021,21.76000023,BRDCY
Jul 23 2021,21.87999916,BRDCY
Jul 26 2021,21.78000069,BRDCY
Jul 27 2021,21.64999962,BRDCY
Jul 28 2021,21.87999916,BRDCY
Jul 29 2021,21.77000046,BRDCY
Jul 30 2021,22.02000046,BRDCY
Aug 02 2021,22,BRDCY
Aug 03 2021,21.94000053,BRDCY
Aug 04 2021,21.93000031,BRDCY
Aug 05 2021,21.98999977,BRDCY
Aug 06 2021,21.75,BRDCY
Aug 09 2021,21.81999969,BRDCY
Aug 10 2021,22.5,BRDCY
Aug 11 2021,23.37999916,BRDCY
Aug 12 2021,23.28000069,BRDCY
Aug 13 2021,23.31999969,BRDCY
Aug 16 2021,23.29999924,BRDCY
Aug 17 2021,23.11000061,BRDCY
Aug 18 2021,22.86000061,BRDCY
Aug 19 2021,22.72999954,BRDCY
Aug 20 2021,22.48999977,BRDCY
Aug 23 2021,22.88999939,BRDCY
Aug 24 2021,22.61000061,BRDCY
Aug 25 2021,22.62000084,BRDCY
Aug 26 2021,22.70000076,BRDCY
Aug 27 2021,22.80999947,BRDCY
Aug 30 2021,22.89999962,BRDCY
Aug 31 2021,22.95999908,BRDCY
Sep 01 2021,23.09000015,BRDCY
Sep 02 2021,23.07999992,BRDCY
Sep 03 2021,23.86000061,BRDCY
Sep 07 2021,24.21999931,BRDCY
Sep 08 2021,24.04999924,BRDCY
Sep 09 2021,23.97999954,BRDCY
Sep 10 2021,23.96999931,BRDCY
Sep 13 2021,24.31999969,BRDCY
Sep 14 2021,24.04000092,BRDCY
Sep 15 2021,24.13999939,BRDCY
Sep 16 2021,24.38999939,BRDCY
Sep 17 2021,24,BRDCY
Sep 20 2021,23.67000008,BRDCY
Sep 21 2021,24.45000076,BRDCY
Sep 22 2021,24.04999924,BRDCY
Sep 23 2021,24.29000092,BRDCY
Sep 24 2021,24.06999969,BRDCY
Sep 27 2021,24.20999908,BRDCY
Sep 28 2021,23.97999954,BRDCY
Sep 29 2021,24.29999924,BRDCY
Sep 30 2021,23.71999931,BRDCY
Oct 01 2021,23.48999977,BRDCY
Oct 04 2021,22.81999969,BRDCY
Oct 05 2021,23.29999924,BRDCY
Oct 06 2021,23.19000053,BRDCY
Oct 07 2021,23.30999947,BRDCY
Oct 08 2021,23.04999924,BRDCY
Oct 11 2021,23.31999969,BRDCY
Oct 12 2021,23.46999931,BRDCY
Oct 13 2021,23.12999916,BRDCY
Oct 14 2021,23.14999962,BRDCY
Oct 15 2021,23.31999969,BRDCY
Oct 18 2021,23.18000031,BRDCY
Oct 19 2021,22.94000053,BRDCY
Oct 20 2021,22.35000038,BRDCY
Oct 21 2021,22.12000084,BRDCY
Oct 22 2021,22.36000061,BRDCY
Oct 25 2021,22.05999947,BRDCY
Oct 26 2021,22.13999939,BRDCY
Oct 27 2021,21.94000053,BRDCY
Oct 28 2021,22.22999954,BRDCY
Oct 29 2021,22.05999947,BRDCY
Nov 01 2021,22.45999908,BRDCY
Nov 02 2021,22.15999985,BRDCY
Nov 03 2021,22.26000023,BRDCY
Nov 04 2021,22.32999992,BRDCY
Nov 05 2021,22.70999908,BRDCY
Nov 08 2021,22.79000092,BRDCY
Nov 09 2021,22.26000023,BRDCY
Nov 10 2021,21.60000038,BRDCY
Nov 11 2021,22.36000061,BRDCY
Nov 12 2021,21.77000046,BRDCY
Nov 15 2021,21.54000092,BRDCY
Nov 16 2021,21.57999992,BRDCY
Nov 17 2021,21.37000084,BRDCY
Nov 18 2021,21.34000015,BRDCY
Nov 19 2021,21.39999962,BRDCY
Nov 22 2021,21.44000053,BRDCY
Nov 23 2021,21.43000031,BRDCY
Nov 24 2021,21.29999924,BRDCY
Nov 26 2021,20.35000038,BRDCY
Nov 29 2021,20.29999924,BRDCY
Nov 30 2021,19.95999908,BRDCY
Dec 01 2021,20.09000015,BRDCY
Dec 02 2021,20.77000046,BRDCY
Dec 03 2021,21.04000092,BRDCY
Dec 06 2021,21.35000038,BRDCY
Dec 07 2021,21.84000015,BRDCY
Dec 08 2021,21.86000061,BRDCY
Dec 09 2021,22.01000023,BRDCY
Dec 10 2021,21.86000061,BRDCY
Dec 13 2021,21.69000053,BRDCY
Dec 14 2021,21.75,BRDCY
Dec 15 2020,52.19450378,KO
Dec 16 2020,51.43834686,KO
Dec 17 2020,51.64192581,KO
Dec 18 2020,52.0975647,KO
Dec 21 2020,51.19599152,KO
Dec 22 2020,51.14751053,KO
Dec 23 2020,51.45773697,KO
Dec 24 2020,51.80672836,KO
Dec 28 2020,52.50472641,KO
Dec 29 2020,52.47564316,KO
Dec 30 2020,52.77616882,KO
Dec 31 2020,53.16394424,KO
Jan 04 2021,51.14751053,KO
Jan 05 2021,50.58523941,KO
Jan 06 2021,48.97597504,KO
Jan 07 2021,48.4330864,KO
Jan 08 2021,49.51885986,KO
Jan 11 2021,48.66575241,KO
Jan 12 2021,48.57850266,KO
Jan 13 2021,48.62697601,KO
Jan 14 2021,47.72540283,KO
Jan 15 2021,47.21159744,KO
Jan 19 2021,47.02740479,KO
Jan 20 2021,47.19221115,KO
Jan 21 2021,47.4539566,KO
Jan 22 2021,47.00801468,KO
Jan 25 2021,47.28915024,KO
Jan 26 2021,47.78356934,KO
Jan 27 2021,47.04679489,KO
Jan 28 2021,47.64784622,KO
Jan 29 2021,46.67840576,KO
Feb 01 2021,46.99831772,KO
Feb 02 2021,47.46365356,KO
Feb 03 2021,47.27945709,KO
Feb 04 2021,47.51211929,KO
Feb 05 2021,48.13256073,KO
Feb 08 2021,48.39431,KO
Feb 09 2021,48.18103409,KO
Feb 10 2021,48.08408737,KO
Feb 11 2021,48.76269531,KO
Feb 12 2021,49.14077759,KO
Feb 16 2021,48.73361588,KO
Feb 17 2021,48.59789276,KO
Feb 18 2021,49.21833038,KO
Feb 19 2021,48.57850266,KO
Feb 22 2021,49.0826149,KO
Feb 23 2021,48.99536133,KO
Feb 24 2021,49.16016388,KO
Feb 25 2021,48.63666534,KO
Feb 26 2021,47.49273682,KO
Mar 01 2021,48.37492371,KO
Mar 02 2021,48.56880951,KO
Mar 03 2021,48.4524765,KO
Mar 04 2021,48.41369629,KO
Mar 05 2021,49.2377243,KO
Mar 08 2021,50.06174469,KO
Mar 09 2021,49.30558395,KO
Mar 10 2021,49.86785126,KO
Mar 11 2021,49.32497025,KO
Mar 12 2021,49.22722244,KO
Mar 15 2021,49.88214874,KO
Mar 16 2021,50.06787491,KO
Mar 17 2021,50.08742905,KO
Mar 18 2021,49.43249512,KO
Mar 19 2021,49.66709518,KO
Mar 22 2021,49.85282516,KO
Mar 23 2021,50.23405075,KO
Mar 24 2021,50.36112595,KO
Mar 25 2021,50.8498764,KO
Mar 26 2021,51.84693909,KO
Mar 29 2021,52.63871384,KO
Mar 30 2021,51.95446396,KO
Mar 31 2021,51.52436066,KO
Apr 01 2021,51.32885742,KO
Apr 05 2021,51.62211227,KO
Apr 06 2021,51.99356079,KO
Apr 07 2021,52.08153915,KO
Apr 08 2021,51.92513657,KO
Apr 09 2021,51.98378754,KO
Apr 12 2021,52.14996338,KO
Apr 13 2021,51.89581299,KO
Apr 14 2021,51.88603592,KO
Apr 15 2021,52.13041687,KO
Apr 16 2021,52.47254181,KO
Apr 19 2021,52.78534317,KO
Apr 20 2021,52.9515152,KO
Apr 21 2021,53.38162231,KO
Apr 22 2021,53.21544647,KO
Apr 23 2021,53.24477005,KO
Apr 26 2021,52.45299149,KO
Apr 27 2021,52.37479401,KO
Apr 28 2021,52.38456345,KO
Apr 29 2021,53.03949356,KO
Apr 30 2021,52.76579285,KO
May 03 2021,53.25454712,KO
May 04 2021,52.92219162,KO
May 05 2021,52.78534317,KO
May 06 2021,53.31319809,KO
May 07 2021,53.2838707,KO
May 10 2021,53.67487335,KO
May 11 2021,53.09814453,KO
May 12 2021,52.82444763,KO
May 13 2021,53.2838707,KO
May 14 2021,53.49892044,KO
May 17 2021,53.41094208,KO
May 18 2021,53.11769485,KO
May 19 2021,52.9515152,KO
May 20 2021,53.42072296,KO
May 21 2021,53.39139557,KO
May 24 2021,53.56734848,KO
May 25 2021,53.55757523,KO
May 26 2021,53.79217529,KO
May 27 2021,54.24183273,KO
May 28 2021,54.04632568,KO
Jun 01 2021,54.03654861,KO
Jun 02 2021,54.25159836,KO
Jun 03 2021,54.38845062,KO
Jun 04 2021,54.97496033,KO
Jun 07 2021,54.77945709,KO
Jun 08 2021,54.39823151,KO
Jun 09 2021,54.23205185,KO
Jun 10 2021,54.65237808,KO
Jun 11 2021,54.89675522,KO
Jun 14 2021,54.70963287,KO
Jun 15 2021,54.57175064,KO
Jun 16 2021,53.8429451,KO
Jun 17 2021,54.11870956,KO
Jun 18 2021,52.95655823,KO
Jun 21 2021,53.5376358,KO
Jun 22 2021,53.73461151,KO
Jun 23 2021,53.3012619,KO
Jun 24 2021,53.56718063,KO
Jun 25 2021,53.49824142,KO
Jun 28 2021,53.43914795,KO
Jun 29 2021,53.04520035,KO
Jun 30 2021,53.29141617,KO
Jul 01 2021,53.14368439,KO
Jul 02 2021,53.36035538,KO
Jul 06 2021,53.06489563,KO
Jul 07 2021,53.49824142,KO
Jul 08 2021,53.31111526,KO
Jul 09 2021,53.63611984,KO
Jul 12 2021,53.65581894,KO
Jul 13 2021,54.18765259,KO
Jul 14 2021,55.40888977,KO
Jul 15 2021,55.58616638,KO
Jul 16 2021,55.54677582,KO
Jul 19 2021,54.88690948,KO
Jul 20 2021,54.98539734,KO
Jul 21 2021,55.69450378,KO
Jul 22 2021,55.61571503,KO
Jul 23 2021,56.14754105,KO
Jul 26 2021,56.1967926,KO
Jul 27 2021,56.39376068,KO
Jul 28 2021,55.88162994,KO
Jul 29 2021,56.18693924,KO
Jul 30 2021,56.16724014,KO
Aug 02 2021,56.01951218,KO
Aug 03 2021,56.05890656,KO
Aug 04 2021,55.25130844,KO
Aug 05 2021,55.64525986,KO
Aug 06 2021,55.78314209,KO
Aug 09 2021,55.79299545,KO
Aug 10 2021,55.9407196,KO
Aug 11 2021,55.8717804,KO
Aug 12 2021,55.98011398,KO
Aug 13 2021,56.36421967,KO
Aug 16 2021,56.61043167,KO
Aug 17 2021,56.41345978,KO
Aug 18 2021,55.64525986,KO
Aug 19 2021,55.99981308,KO
Aug 20 2021,55.78314209,KO
Aug 23 2021,55.58616638,KO
Aug 24 2021,55.16267395,KO
Aug 25 2021,55.22176743,KO
Aug 26 2021,54.69978333,KO
Aug 27 2021,54.80812073,KO
Aug 30 2021,55.33010101,KO
Aug 31 2021,55.45813751,KO
Sep 01 2021,55.83238602,KO
Sep 02 2021,55.91117859,KO
Sep 03 2021,55.8717804,KO
Sep 07 2021,54.82781601,KO
Sep 08 2021,55.5664711,KO
Sep 09 2021,55.01494217,KO
Sep 10 2021,54.76872635,KO
Sep 13 2021,55.22176743,KO
Sep 14 2021,55.26145554,KO
Sep 15 2021,55.44999695,KO
Sep 16 2021,54.92407227,KO
Sep 17 2021,54.0210762,KO
Sep 20 2021,53.64400101,KO
Sep 21 2021,53.63407516,KO
Sep 22 2021,53.71346283,KO
Sep 23 2021,53.62415695,KO
Sep 24 2021,53.47530746,KO
Sep 27 2021,53.19746399,KO
Sep 28 2021,52.23492813,KO
Sep 29 2021,52.55246353,KO
Sep 30 2021,52.0662384,KO
Oct 01 2021,52.61200333,KO
Oct 04 2021,52.58223724,KO
Oct 05 2021,52.67154312,KO
Oct 06 2021,53.29669189,KO
Oct 07 2021,53.46538544,KO
Oct 08 2021,53.70353699,KO
Oct 11 2021,53.81269073,KO
Oct 12 2021,53.81269073,KO
Oct 13 2021,53.82261658,KO
Oct 14 2021,54.18976974,KO
Oct 15 2021,54.06076813,KO
Oct 18 2021,53.52492142,KO
Oct 19 2021,53.7333107,KO
Oct 20 2021,54.2096138,KO
