Date,Index,Value
2007-12-03,Euro,166.4433341
2008-01-02,Euro,167.3631615
2008-02-01,Euro,168.6463775
2008-03-03,Euro,172.5528049
2008-04-01,Euro,177.3222803
2008-05-01,Euro,175.539405
2008-06-02,Euro,176.5841472
2008-07-01,Euro,179.1732909
2008-08-01,Euro,176.7771974
2008-09-02,Euro,164.9102884
2008-10-01,Euro,159.6411538
2008-11-03,Euro,144.4356121
2008-12-01,Euro,143.4703611
2009-01-02,Euro,158.3692937
2009-02-02,Euro,145.4462866
2009-03-02,Euro,142.8571429
2009-04-01,Euro,150.1589825
2009-05-01,Euro,150.6586418
2009-06-01,Euro,161.1628435
2009-07-01,Euro,161.0947082
2009-08-03,Euro,163.7065637
2009-09-01,Euro,161.6511469
2009-10-01,Euro,165.0238474
2009-11-02,Euro,168.3851919
2009-12-01,Euro,171.473995
2010-01-04,Euro,163.7406314
2010-02-01,Euro,157.8923461
2010-03-01,Euro,153.4862594
2010-04-01,Euro,154.0881217
2010-05-03,Euro,149.7047468
2010-06-01,Euro,139.2913922
2010-07-01,Euro,141.5398592
2010-08-02,Euro,149.6025437
2010-09-01,Euro,145.5030661
2010-10-01,Euro,156.1889621
2010-11-01,Euro,157.7106518
2010-12-01,Euro,149.3186464
2011-01-03,Euro,151.8396548
2011-02-01,Euro,156.6318419
2011-03-01,Euro,156.8589598
2011-04-01,Euro,161.4240291
2011-05-02,Euro,168.8621395
2011-06-01,Euro,163.8769021
2011-07-01,Euro,164.7513059
2011-08-01,Euro,161.2764025
2011-09-01,Euro,162.1962298
2011-10-03,Euro,150.8176243
2011-11-01,Euro,155.3032024
2011-12-01,Euro,153.1569385
2012-01-03,Euro,148.3193277
2012-02-01,Euro,149.6593232
2012-03-01,Euro,151.2605042
2012-04-02,Euro,151.3172837
2012-05-01,Euro,150.1930502
2012-06-01,Euro,141.0401999
2012-07-02,Euro,142.9025664
2012-08-01,Euro,139.6661367
2012-09-04,Euro,142.6981603
2012-10-01,Euro,146.4910288
2012-11-01,Euro,146.9111969
2012-12-03,Euro,148.3761072
2013-01-02,Euro,149.8410175
2013-02-01,Euro,155.4848967
2013-03-01,Euro,147.4903475
2013-04-01,Euro,146.0027254
2013-05-01,Euro,149.8069498
2013-06-03,Euro,148.7394958
2013-07-01,Euro,148.3079718
2013-08-01,Euro,150.0908471
2013-09-03,Euro,149.4889848
2013-10-01,Euro,153.6906655
2013-11-01,Euro,153.1682943
2013-12-02,Euro,153.8950715
2014-01-02,Euro,155.235067
2014-02-03,Euro,153.5657506
2014-03-03,Euro,156.2911651
2014-04-01,Euro,156.7567568
2014-05-01,Euro,157.4721781
2014-06-02,Euro,154.5082898
2014-07-01,Euro,155.3599818
2014-08-01,Euro,152.5777879
2014-09-02,Euro,149.034749
2014-10-01,Euro,143.2886668
2014-11-03,Euro,141.8010447
2014-12-01,Euro,141.8351124
2015-01-02,Euro,136.4410629
2015-02-02,Euro,128.741767
2015-03-02,Euro,127.0724506
2015-04-01,Euro,122.2802635
2015-05-01,Euro,127.1178742
2015-06-01,Euro,123.926868
2015-07-01,Euro,125.8687259
2015-08-03,Euro,124.4833068
2015-09-01,Euro,127.9014308
2015-10-01,Euro,127.1860095
2015-11-02,Euro,125.210084
2015-12-01,Euro,120.5995912
2016-01-04,Euro,122.6777197
2016-02-01,Euro,123.6429707
2016-03-01,Euro,123.1773791
2016-04-01,Euro,129.2868499
2016-05-02,Euro,130.774472
2016-06-01,Euro,126.7885533
2016-07-01,Euro,126.5614354
2016-08-01,Euro,126.9134681
2016-09-01,Euro,127.1178742
2016-10-03,Euro,127.2995685
2016-11-01,Euro,125.3917783
2016-12-01,Euro,120.7585737
2017-01-03,Euro,118.2829889
2017-02-01,Euro,122.1667045
2017-03-01,Euro,119.9636611
2017-04-03,Euro,120.9970475
2017-05-01,Euro,123.9155122
2017-06-01,Euro,127.3449921
2017-07-03,Euro,129.0824438
2017-08-01,Euro,133.9881899
2017-09-01,Euro,134.8853055
2017-10-02,Euro,133.3749716
2017-11-01,Euro,131.9327731
2017-12-01,Euro,135.2486941
2018-01-02,Euro,136.8385192
2018-02-01,Euro,141.7442653
2018-03-01,Euro,138.7235975
2018-04-02,Euro,139.5412219
2018-05-01,Euro,136.2707245
2018-06-01,Euro,132.6254826
2018-07-02,Euro,131.7737906
2018-08-01,Euro,132.477856
2018-09-04,Euro,131.3422666
2018-10-01,Euro,131.3536225
2018-11-01,Euro,129.4117647
2018-12-03,Euro,128.957529
2019-01-02,Euro,128.9688849
2019-02-01,Euro,130.2975244
2019-03-01,Euro,129.1846468
2019-04-01,Euro,127.2995685
2019-05-01,Euro,127.7083806
2019-06-03,Euro,127.2541449
2019-07-01,Euro,128.4010902
2019-08-01,Euro,125.6188962
2019-09-03,Euro,124.5514422
2019-10-01,Euro,124.14263
2019-11-01,Euro,126.8339768
2019-12-02,Euro,125.7665228
2020-01-02,Euro,126.7999092
2020-02-03,Euro,125.6188962
2020-03-02,Euro,126.7771974
2020-04-01,Euro,124.1653418
2020-05-01,Euro,124.892119
2020-06-01,Euro,126.3116057
2020-07-01,Euro,127.8560073
2020-08-03,Euro,133.4317511
2020-09-01,Euro,135.6915739
2020-10-01,Euro,133.4544629
2020-11-02,Euro,132.1144674
2020-12-01,Euro,136.7136044
2021-01-04,Euro,139.1551215
2021-02-01,Euro,137.0656371
2021-03-01,Euro,136.8839428
2021-04-01,Euro,133.6815807
2021-05-03,Euro,136.9407222
2021-06-01,Euro,139.0074949
2021-07-01,Euro,134.6468317
2021-08-02,Euro,134.828526
2000-10-02,Yuan,100
2000-11-02,Yuan,100.0241633
2000-12-01,Yuan,100.0181214
2001-01-02,Yuan,100.0132884
2001-02-01,Yuan,100.0217465
2001-03-01,Yuan,100.0144966
2001-04-02,Yuan,100.0169131
2001-05-01,Yuan,100.0193297
2001-06-01,Yuan,100.0157048
2001-07-02,Yuan,100.0241633
2001-08-01,Yuan,100.0253718
2001-09-04,Yuan,100.0265803
2001-10-01,Yuan,100.0265803
2001-11-01,Yuan,100.0253718
2001-12-03,Yuan,100.0241633
2002-01-02,Yuan,100.0289974
2002-02-01,Yuan,100.0289974
2002-03-01,Yuan,100.0289974
2002-04-01,Yuan,100.0120802
2002-05-01,Yuan,100.0205381
2002-06-03,Yuan,100.0277889
2002-07-01,Yuan,100.0241633
2002-08-01,Yuan,100.0289974
2002-09-03,Yuan,100.0241633
2002-10-01,Yuan,100.0193297
2002-11-01,Yuan,100.0217465
2002-12-02,Yuan,100.0205381
2003-01-02,Yuan,99.98792271
2003-02-03,Yuan,100.0265803
2003-03-03,Yuan,100.0181214
2003-04-01,Yuan,100.0205381
2003-05-01,Yuan,100.0229549
2003-06-02,Yuan,100.0265803
2003-07-01,Yuan,100.0181214
2003-08-01,Yuan,100.0217465
2003-09-02,Yuan,100.0229549
2003-10-01,Yuan,100.0229549
2003-11-03,Yuan,100.0289974
2003-12-01,Yuan,100.0217465
2004-01-02,Yuan,100.0253718
2004-02-02,Yuan,100.0241633
2004-03-01,Yuan,100.0265803
2004-04-01,Yuan,100.0253718
2004-05-03,Yuan,100.0229549
2004-06-01,Yuan,100.0277889
2004-07-01,Yuan,100.0277889
2004-08-02,Yuan,100.0241633
2004-09-01,Yuan,100.0289974
2004-10-01,Yuan,100.0289974
2004-11-01,Yuan,100.030206
2004-12-01,Yuan,100.030206
2005-01-03,Yuan,100.030206
2005-02-01,Yuan,100.030206
2005-03-01,Yuan,100.030206
2005-04-01,Yuan,100.030206
2005-05-02,Yuan,100.030206
2005-06-01,Yuan,100.030206
2005-07-01,Yuan,100.030206
2005-08-01,Yuan,102.1518644
2005-09-01,Yuan,102.2742715
2005-10-03,Yuan,102.3109244
2005-11-01,Yuan,102.3868415
2005-12-01,Yuan,102.4654076
2006-01-03,Yuan,102.5872965
2006-02-01,Yuan,102.6967351
2006-03-01,Yuan,102.985446
2006-04-03,Yuan,103.2165565
2006-05-01,Yuan,103.2744964
2006-06-01,Yuan,103.2500249
2006-07-03,Yuan,103.5859066
2006-08-01,Yuan,103.8379531
2006-09-01,Yuan,104.0951555
2006-10-02,Yuan,104.7444332
2006-11-01,Yuan,105.1782402
2006-12-01,Yuan,105.6668794
2007-01-02,Yuan,106.0716711
2007-02-01,Yuan,106.7225266
2007-03-01,Yuan,106.9154775
2007-04-02,Yuan,107.1077417
2007-05-01,Yuan,107.4287939
2007-06-01,Yuan,108.246277
2007-07-02,Yuan,108.8554336
2007-08-01,Yuan,109.4092771
2007-09-03,Yuan,109.7108478
2007-10-01,Yuan,110.1546076
2007-11-01,Yuan,111.0053364
2007-12-03,Yuan,111.8632617
2008-01-02,Yuan,113.494914
2008-02-01,Yuan,115.2341847
2008-03-03,Yuan,116.5481805
2008-04-01,Yuan,118.0757602
2008-05-01,Yuan,118.4813097
2008-06-02,Yuan,119.4230076
2008-07-01,Yuan,120.6710588
2008-08-01,Yuan,120.9973255
2008-09-02,Yuan,121.3662684
2008-10-01,Yuan,120.8877856
2008-11-03,Yuan,121.0858087
2008-12-01,Yuan,120.2608872
2009-01-02,Yuan,121.3484793
2009-02-02,Yuan,120.914269
2009-03-02,Yuan,120.9708057
2009-04-01,Yuan,121.1460513
2009-05-01,Yuan,121.4285714
2009-06-01,Yuan,121.2791515
2009-07-01,Yuan,121.1602347
2009-08-03,Yuan,121.2010306
2009-09-01,Yuan,121.2241013
2009-10-01,Yuan,121.2862584
2009-11-02,Yuan,121.2720455
2009-12-01,Yuan,121.2684927
2010-01-04,Yuan,121.2631641
2010-02-01,Yuan,121.2862584
2010-03-01,Yuan,121.2809282
2010-04-01,Yuan,121.2809282
2010-05-03,Yuan,121.3129167
2010-06-01,Yuan,121.2596119
2010-07-01,Yuan,122.0965387
2010-08-02,Yuan,122.2173014
2010-09-01,Yuan,121.5676485
2010-10-01,Yuan,123.7611182
2010-11-01,Yuan,123.7666687
2010-12-01,Yuan,124.2533393
2011-01-03,Yuan,125.6392746
2011-02-01,Yuan,125.5592459
2011-03-01,Yuan,126.0121766
2011-04-01,Yuan,126.4413458
2011-05-02,Yuan,127.5261861
2011-06-01,Yuan,127.8017907
2011-07-01,Yuan,128.0686828
2011-08-01,Yuan,128.681785
2011-09-01,Yuan,129.7404877
2011-10-03,Yuan,129.8768531
2011-11-01,Yuan,130.2815239
2011-12-01,Yuan,130.0604823
2012-01-03,Yuan,131.5379727
2012-02-01,Yuan,131.2543598
2012-03-01,Yuan,131.4106125
2012-04-02,Yuan,131.4565173
2012-05-01,Yuan,131.2273138
2012-06-01,Yuan,129.9849275
2012-07-02,Yuan,130.4046498
2012-08-01,Yuan,130.0094221
2012-09-04,Yuan,130.4498543
2012-10-01,Yuan,131.7472947
2012-11-01,Yuan,132.6911673
2012-12-03,Yuan,132.9383239
2013-01-02,Yuan,132.8871126
2013-02-01,Yuan,132.9639444
2013-03-01,Yuan,133.0472793
2013-04-01,Yuan,133.3644769
2013-05-01,Yuan,134.2968839
2013-06-03,Yuan,135.0306628
2013-07-01,Yuan,135.0020383
2013-08-01,Yuan,135.05269
2013-09-03,Yuan,135.2689367
2013-10-01,Yuan,135.2777778
2013-11-01,Yuan,135.7368878
2013-12-02,Yuan,135.8839267
2014-01-02,Yuan,136.8339283
2014-02-03,Yuan,136.6171617
2014-03-03,Yuan,134.7054995
2014-04-01,Yuan,133.3945605
2014-05-01,Yuan,132.2714128
2014-06-02,Yuan,132.5254918
2014-07-01,Yuan,133.5430277
2014-08-01,Yuan,133.979577
2014-09-02,Yuan,134.6616786
2014-10-01,Yuan,134.8810688
2014-11-03,Yuan,135.3264245
2014-12-01,Yuan,134.5850606
2015-01-02,Yuan,133.4332592
2015-02-02,Yuan,132.2650733
2015-03-02,Yuan,131.9993622
2015-04-01,Yuan,133.583968
2015-05-01,Yuan,133.4935019
2015-06-01,Yuan,133.5645721
2015-07-01,Yuan,133.5150303
2015-08-03,Yuan,133.3451447
2015-09-01,Yuan,130.1115826
2015-10-01,Yuan,130.2569266
2015-11-02,Yuan,131.0383033
2015-12-01,Yuan,129.5962932
2016-01-04,Yuan,126.710337
2016-02-01,Yuan,125.8627505
2016-03-01,Yuan,126.3969466
2016-04-01,Yuan,127.8096826
2016-05-02,Yuan,127.8847045
2016-06-01,Yuan,125.9201801
2016-07-01,Yuan,124.4083129
2016-08-01,Yuan,124.6443143
2016-09-01,Yuan,124.0987514
2016-10-03,Yuan,124.1508585
2016-11-01,Yuan,122.4160875
2016-12-01,Yuan,120.2818538
2017-01-03,Yuan,118.9938915
2017-02-01,Yuan,120.3902978
2017-03-01,Yuan,120.3447975
2017-04-03,Yuan,120.2783589
2017-05-01,Yuan,120.1596517
2017-06-01,Yuan,121.6980993
2017-07-03,Yuan,121.7786538
2017-08-01,Yuan,123.2544291
2017-09-01,Yuan,126.2966805
2017-10-02,Yuan,124.4344912
2017-11-01,Yuan,125.4051925
2017-12-01,Yuan,125.1795515
2018-01-02,Yuan,127.5458327
2018-02-01,Yuan,131.4773936
2018-03-01,Yuan,130.2446315
2018-04-02,Yuan,131.8627061
2018-05-01,Yuan,130.738255
2018-06-01,Yuan,128.9965721
2018-07-02,Yuan,124.2496098
2018-08-01,Yuan,121.4748951
2018-09-04,Yuan,120.9902524
2018-10-01,Yuan,120.5445545
2018-11-01,Yuan,119.6300845
2018-12-03,Yuan,120.3378005
2019-01-02,Yuan,120.6904092
2019-02-01,Yuan,122.7864622
2019-03-01,Yuan,123.4787018
2019-04-01,Yuan,123.379333
2019-05-01,Yuan,122.9816248
2019-06-03,Yuan,119.9368372
2019-07-01,Yuan,120.8842554
2019-08-01,Yuan,120.0342168
2019-09-03,Yuan,115.3288942
2019-10-01,Yuan,115.8339513
2019-11-01,Yuan,117.6529104
2019-12-02,Yuan,117.6328502
2020-01-02,Yuan,118.8794118
2020-02-03,Yuan,117.9210346
2020-03-02,Yuan,118.9596954
2020-04-01,Yuan,116.6237023
2020-05-01,Yuan,117.2297584
2020-06-01,Yuan,116.1752943
2020-07-01,Yuan,117.0954556
2020-08-03,Yuan,118.6120145
2020-09-01,Yuan,121.2649402
2020-10-01,Yuan,121.9328993
2020-11-02,Yuan,123.7537183
2020-12-01,Yuan,126.0025873
2021-01-04,Yuan,128.1559109
2021-02-01,Yuan,128.0211539
2021-03-01,Yuan,128.0627398
2021-04-01,Yuan,126.1177546
2021-05-03,Yuan,127.8629786
2021-06-01,Yuan,129.7730265
2021-07-01,Yuan,128.0013606
2021-08-02,Yuan,128.1182297
2000-10-02,Pound,100
2000-11-02,Pound,98.39863714
2000-12-01,Pound,97.94207836
2001-01-02,Pound,102.0579216
2001-02-01,Pound,100.681431
2001-03-01,Pound,99.16865417
2001-04-02,Pound,96.76320273
2001-05-01,Pound,97.71720613
2001-06-01,Pound,96.49063032
2001-07-02,Pound,96.5451448
2001-08-01,Pound,97.64906303
2001-09-04,Pound,98.42589438
2001-10-01,Pound,100.7495741
2001-11-01,Pound,99.62521295
2001-12-03,Pound,96.879046
2002-01-02,Pound,98.47359455
2002-02-01,Pound,96.4770017
2002-03-01,Pound,96.69505963
2002-04-01,Pound,98.17376491
2002-05-01,Pound,99.63202726
2002-06-03,Pound,99.63884157
2002-07-01,Pound,104.306644
2002-08-01,Pound,106.153322
2002-09-03,Pound,106.4735945
2002-10-01,Pound,107.0391823
2002-11-01,Pound,106.5621806
2002-12-02,Pound,105.9965928
2003-01-02,Pound,108.8586031
2003-02-03,Pound,111.7887564
2003-03-03,Pound,107.3594549
2003-04-01,Pound,107.4412266
2003-05-01,Pound,109.7308348
2003-06-02,Pound,111.5638842
2003-07-01,Pound,113.2947189
2003-08-01,Pound,109.3356048
2003-09-02,Pound,107.2572402
2003-10-01,Pound,113.5741056
2003-11-03,Pound,114.3850085
2003-12-01,Pound,117.2674617
2004-01-02,Pound,121.9897785
2004-02-02,Pound,123.8977853
2004-03-01,Pound,127.2913118
2004-04-01,Pound,126.5008518
2004-05-03,Pound,120.7495741
2004-06-01,Pound,125.1039182
2004-07-01,Pound,123.7478705
2004-08-02,Pound,124.5178876
2004-09-01,Pound,122.2487223
2004-10-01,Pound,122.4940375
2004-11-01,Pound,124.8586031
2004-12-01,Pound,131.4957411
2005-01-03,Pound,129.867121
2005-02-01,Pound,128.0545145
2005-03-01,Pound,130.8756388
2005-04-01,Pound,128.0340716
2005-05-02,Pound,129.1925043
2005-06-01,Pound,123.4752981
2005-07-01,Pound,120.6678024
2005-08-01,Pound,120.5792164
2005-09-01,Pound,124.5587734
2005-10-03,Pound,119.6456559
2005-11-01,Pound,120.1362862
2005-12-01,Pound,117.8194208
2006-01-03,Pound,118.5962521
2006-02-01,Pound,121.165247
2006-03-01,Pound,119.0664395
2006-04-03,Pound,118.4940375
2006-05-01,Pound,124.6064736
2006-06-01,Pound,127.3321976
2006-07-03,Pound,125.451448
2006-08-01,Pound,127.5025554
2006-09-01,Pound,129.8126065
2006-10-02,Pound,128.5247019
2006-11-01,Pound,130.0919932
2006-12-01,Pound,134.8824532
2007-01-02,Pound,134.4872232
2007-02-01,Pound,134.1465077
2007-03-01,Pound,133.4173765
2007-04-02,Pound,134.8279387
2007-05-01,Pound,136.2385009
2007-06-01,Pound,134.9505963
2007-07-02,Pound,137.3833049
2007-08-01,Pound,138.3918228
2007-09-03,Pound,137.4105622
2007-10-01,Pound,139.2572402
2007-11-01,Pound,141.8603066
2007-12-03,Pound,140.770017
2008-01-02,Pound,135.0868825
2008-02-01,Pound,134.153322
2008-03-03,Pound,135.2640545
2008-04-01,Pound,134.746167
2008-05-01,Pound,134.5758092
2008-06-02,Pound,134.0102215
2008-07-01,Pound,135.8091993
2008-08-01,Pound,134.5349233
2008-09-02,Pound,121.6558773
2008-10-01,Pound,121.3219761
2008-11-03,Pound,108.0408859
2008-12-01,Pound,101.1243612
2009-01-02,Pound,98.94378194
2009-02-02,Pound,96.95400341
2009-03-02,Pound,95.3253833
2009-04-01,Pound,98.13969336
2009-05-01,Pound,101.4037479
2009-06-01,Pound,112.0817717
2009-07-01,Pound,112.5996593
2009-08-03,Pound,115.5434412
2009-09-01,Pound,110.1737649
2009-10-01,Pound,108.6882453
2009-11-02,Pound,111.8228279
2009-12-01,Pound,113.2947189
2010-01-04,Pound,109.7717206
2010-02-01,Pound,108.5110733
2010-03-01,Pound,102.0374787
2010-04-01,Pound,104.1908007
2010-05-03,Pound,103.8637138
2010-06-01,Pound,99.98637138
2010-07-01,Pound,103.0732538
2010-08-02,Pound,108.3270869
2010-09-01,Pound,105.4310051
2010-10-01,Pound,107.8637138
2010-11-01,Pound,109.3696763
2010-12-01,Pound,106.3236797
2011-01-03,Pound,105.5536627
2011-02-01,Pound,109.8739353
2011-03-01,Pound,111.1345826
2011-04-01,Pound,109.9284497
2011-05-02,Pound,113.7308348
2011-06-01,Pound,111.693356
2011-07-01,Pound,109.5059625
2011-08-01,Pound,110.923339
2011-09-01,Pound,110.2487223
2011-10-03,Pound,105.4446337
2011-11-01,Pound,108.6609881
2011-12-01,Pound,106.9710392
2012-01-03,Pound,106.6780239
2012-02-01,Pound,108
2012-03-01,Pound,108.7086882
2012-04-02,Pound,109.1788756
2012-05-01,Pound,110.5349233
2012-06-01,Pound,104.8245315
2012-07-02,Pound,106.8415673
2012-08-01,Pound,106.2759796
2012-09-04,Pound,108.2725724
2012-10-01,Pound,109.9965928
2012-11-01,Pound,109.9965928
2012-12-03,Pound,109.7376491
2013-01-02,Pound,110.7666099
2013-02-01,Pound,107.2844974
2013-03-01,Pound,102.439523
2013-04-01,Pound,103.7955707
2013-05-01,Pound,106.153322
2013-06-03,Pound,104.592845
2013-07-01,Pound,103.8977853
2013-08-01,Pound,103.2027257
2013-09-03,Pound,105.9216354
2013-10-01,Pound,110.4463373
2013-11-01,Pound,108.4974446
2013-12-02,Pound,111.516184
2014-01-02,Pound,112.0340716
2014-02-03,Pound,111.120954
2014-03-03,Pound,113.8807496
2014-04-01,Pound,113.3833049
2014-05-01,Pound,115.1618399
2014-06-02,Pound,114.1805792
2014-07-01,Pound,116.8449744
2014-08-01,Pound,114.6984668
2014-09-02,Pound,112.4497445
2014-10-01,Pound,110.5008518
2014-11-03,Pound,108.9335605
2014-12-01,Pound,107.2776831
2015-01-02,Pound,104.6746167
2015-02-02,Pound,102.3986371
2015-03-02,Pound,104.7427598
2015-04-01,Pound,101.0085179
2015-05-01,Pound,103.1482112
2015-06-01,Pound,103.4889267
2015-07-01,Pound,106.4190801
2015-08-03,Pound,106.3236797
2015-09-01,Pound,104.5383305
2015-10-01,Pound,103.318569
2015-11-02,Pound,105.1311755
2015-12-01,Pound,102.7189097
2016-01-04,Pound,100.0749574
2016-02-01,Pound,97.9011925
2016-03-01,Pound,95.04599659
2016-04-01,Pound,96.79045997
2016-05-02,Pound,99.93867121
2016-06-01,Pound,98.09199319
2016-07-01,Pound,90.50085179
2016-08-01,Pound,90.01022147
2016-09-01,Pound,90.44633731
2016-10-03,Pound,87.49574106
2016-11-01,Pound,83.2572402
2016-12-01,Pound,85.8330494
2017-01-03,Pound,83.51618399
2017-02-01,Pound,86.15332198
2017-03-01,Pound,83.93867121
2017-04-03,Pound,85.03577513
2017-05-01,Pound,88.02044293
2017-06-01,Pound,87.8637138
2017-07-03,Pound,88.25212947
2017-08-01,Pound,89.98977853
2017-09-01,Pound,88.39522998
2017-10-02,Pound,90.41226576
2017-11-01,Pound,90.33730835
2017-12-01,Pound,92.02725724
2018-01-02,Pound,92.64735945
2018-02-01,Pound,97.0834753
2018-03-01,Pound,93.73083475
2018-04-02,Pound,95.61839864
2018-05-01,Pound,92.74957411
2018-06-01,Pound,91.02555366
2018-07-02,Pound,89.4923339
2018-08-01,Pound,89.40374787
2018-09-04,Pound,87.44804089
2018-10-01,Pound,88.80408859
2018-11-01,Pound,88.4088586
2018-12-03,Pound,86.82793867
2019-01-02,Pound,85.84667802
2019-02-01,Pound,89.22657581
2019-03-01,Pound,90.0988075
2019-04-01,Pound,89.56729131
2019-05-01,Pound,89.20613288
2019-06-03,Pound,86.00340716
2019-07-01,Pound,86.16013629
2019-08-01,Pound,82.75979557
2019-09-03,Pound,82.35775128
2019-10-01,Pound,83.42078365
2019-11-01,Pound,88.24531516
2019-12-02,Pound,88.14991482
2020-01-02,Pound,89.45826235
2020-02-03,Pound,88.62691652
2020-03-02,Pound,87.16183986
2020-04-01,Pound,84.45655877
2020-05-01,Pound,85.24020443
2020-06-01,Pound,84.98807496
2020-07-01,Pound,85.00170358
2020-08-03,Pound,88.9471891
2020-09-01,Pound,91.42078365
2020-10-01,Pound,87.91141397
2020-11-02,Pound,87.9318569
2020-12-01,Pound,91.2572402
2021-01-04,Pound,92.3407155
2021-02-01,Pound,93.16524702
2021-03-01,Pound,94.97785349
2021-04-01,Pound,94.20783646
2021-05-03,Pound,94.80749574
2021-06-01,Pound,96.5451448
2021-07-01,Pound,93.9011925
2021-08-02,Pound,94.62350937
2000-10-02,Real,100
2000-11-02,Real,96.24804586
2000-12-01,Real,93.23573953
2001-01-02,Real,95.30443756
2001-02-01,Real,93.16519546
2001-03-01,Real,90.4062653
2001-04-02,Real,85.58850788
2001-05-01,Real,83.84021788
2001-06-01,Real,77.44234801
2001-07-02,Real,79.40670679
2001-08-01,Real,73.82094325
2001-09-04,Real,72.06398751
2001-10-01,Real,68.73836993
2001-11-01,Real,68.78957169
2001-12-03,Real,74.98984978
2002-01-02,Real,79.95670996
2002-02-01,Real,76.51201326
2002-03-01,Real,78.56231391
2002-04-01,Real,79.44086022
2002-05-01,Real,78.22956374
2002-06-03,Real,72.43137255
2002-07-01,Real,64.63692038
2002-08-01,Real,56.48318043
2002-09-03,Real,59.54223082
2002-10-01,Real,50.02708559
2002-11-01,Real,51.37691238
2002-12-02,Real,50.98688751
2003-01-02,Real,52.1383204
2003-02-03,Real,52.24893918
2003-03-03,Real,51.73669468
2003-04-01,Real,55.48212676
2003-05-01,Real,63.41630901
2003-06-02,Real,62.04232449
2003-07-01,Real,64.82976483
2003-08-01,Real,61.46422629
2003-09-02,Real,62.08403361
2003-10-01,Real,63.55815554
2003-11-03,Real,64.69352014
2003-12-01,Real,63.0052874
2004-01-02,Real,64.04299584
2004-02-02,Real,62.55715495
2004-03-01,Real,63.89897942
2004-04-01,Real,63.85479689
2004-05-03,Real,62.35651587
2004-06-01,Real,58.54199683
2004-07-01,Real,59.90917937
2004-08-02,Real,60.54745124
2004-09-01,Real,63.08060109
2004-10-01,Real,65.03521127
2004-11-01,Real,64.51274886
2004-12-01,Real,68.33148354
2005-01-03,Real,69.1889867
2005-02-01,Real,70.90211132
2005-03-01,Real,70.7581504
2005-04-01,Real,69.50925787
2005-05-02,Real,73.44812502
2005-06-01,Real,75.63472563
2005-07-01,Real,78.66269165
2005-08-01,Real,77.70298696
2005-09-01,Real,78.11376612
2005-10-03,Real,82.63982103
2005-11-01,Real,82.03419942
2005-12-01,Real,83.61249434
