Date,DEXCHUS,Reverse,,Yuan Index Calc,Yuan Index,DEXBZUS,Reverse,,Real Index Calc,Real Index,DEXJPUS,Reverse,,Yen Index Calc,Yen Index,DEXUSUK,Pound Index Calc,Pound Index,DEXUSEU,Euro Index Calc,Euro Index,Olympic Index,,,,
02/10/2000,8.2790,0.1208,0.1208,100,100,1.847,0.541418517,0.541418517,100,100,108.81,0.009190332,0.009190332,100,100,1.4675,100,100,0.8806,100,100,100,,,,
03/10/2000,8.2790,0.1208,0.1208,100,100,1.848,0.541125541,0.541125541,99.94588745,99.94588745,108.66,0.009203019,0.009203019,100.1380453,100.1380453,1.4565,99.25042589,99.25042589,0.8741,99.26186691,99.26186691,99.26186691,,,,
04/10/2000,8.2790,0.1208,0.1208,100,100,1.852,0.539956803,0.539956803,99.7300216,99.7300216,109.29,0.009149968,0.009149968,99.56080154,99.56080154,1.4558,99.20272572,99.20272572,0.8726,99.0915285,99.0915285,99.0915285,,,,
05/10/2000,8.2790,0.1208,0.1208,100,100,1.852,0.539956803,0.539956803,99.7300216,99.7300216,109.3,0.009149131,0.009149131,99.55169259,99.55169259,1.4502,98.82112436,98.82112436,0.8685,98.62593686,98.62593686,98.62593686,,,,
06/10/2000,8.2790,0.1208,0.1208,100,100,1.855,0.539083558,0.539083558,99.56873315,99.56873315,108.81,0.009190332,0.009190332,100,100,1.4445,98.43270869,98.43270869,0.868,98.56915739,98.56915739,98.56915739,,,,
09/10/2000,,#DIV/0!,,#DIV/0!,,.,#VALUE!,,#VALUE!,,.,#VALUE!,,#VALUE!,,.,#VALUE!,,.,#VALUE!,,,,,,
10/10/2000,8.2789,0.1208,0.1208,100.0012079,100.0012079,1.855,0.539083558,0.539083558,99.56873315,99.56873315,107.9,0.009267841,0.009267841,100.8433735,100.8433735,1.4484,98.69846678,98.69846678,0.8682,98.59186918,98.59186918,98.59186918,,,,
11/10/2000,8.2786,0.1208,0.1208,100.0048317,100.0048317,1.86,0.537634409,0.537634409,99.30107527,99.30107527,107.63,0.00929109,0.00929109,101.0963486,101.0963486,1.462,99.62521295,99.62521295,0.8715,98.96661367,98.96661367,98.96661367,,,,
12/10/2000,8.2786,0.1208,0.1208,100.0048317,100.0048317,1.862,0.537056928,0.537056928,99.19441461,99.19441461,107.58,0.009295408,0.009295408,101.1433352,101.1433352,1.4735,100.4088586,100.4088586,0.8644,98.16034522,98.16034522,98.16034522,,,,
13/10/2000,8.2784,0.1208,0.1208,100.0072478,100.0072478,1.877,0.532765051,0.532765051,98.40170485,98.40170485,107.67,0.009287638,0.009287638,101.0587907,101.0587907,1.4597,99.46848382,99.46848382,0.8568,97.2972973,97.2972973,97.2972973,,,,
16/10/2000,8.2781,0.1208,0.1208,100.0108721,100.0108721,1.871,0.534473544,0.534473544,98.7172635,98.7172635,108.3,0.00923361,0.00923361,100.4709141,100.4709141,1.4455,98.50085179,98.50085179,0.8489,96.40018169,96.40018169,96.40018169,,,,
17/10/2000,8.2784,0.1208,0.1208,100.0072478,100.0072478,1.8735,0.533760342,0.533760342,98.58553509,98.58553509,108.15,0.009246417,0.009246417,100.6102635,100.6102635,1.4426,98.3032368,98.3032368,0.8507,96.60458778,96.60458778,96.60458778,,,,
18/10/2000,8.2781,0.1208,0.1208,100.0108721,100.0108721,1.876,0.533049041,0.533049041,98.45415778,98.45415778,107.78,0.009278159,0.009278159,100.9556504,100.9556504,1.4464,98.56218058,98.56218058,0.8391,95.28730411,95.28730411,95.28730411,,,,
19/10/2000,8.2780,0.1208,0.1208,100.0120802,100.0120802,1.875,0.533333333,0.533333333,98.50666667,98.50666667,108.55,0.009212345,0.009212345,100.239521,100.239521,1.4422,98.27597956,98.27597956,0.8406,95.45764252,95.45764252,95.45764252,,,,
20/10/2000,8.2778,0.1208,0.1208,100.0144966,100.0144966,1.882,0.531349628,0.531349628,98.1402763,98.1402763,109.04,0.009170946,0.009170946,99.78906823,99.78906823,1.4448,98.45315162,98.45315162,0.84,95.38950715,95.38950715,95.38950715,,,,
23/10/2000,8.2784,0.1208,0.1208,100.0072478,100.0072478,1.893,0.528262018,0.528262018,97.56999472,97.56999472,108.45,0.009220839,0.009220839,100.3319502,100.3319502,1.455,99.14821124,99.14821124,0.8364,94.98069498,94.98069498,94.98069498,,,,
24/10/2000,8.2784,0.1208,0.1208,100.0072478,100.0072478,1.901,0.526038927,0.526038927,97.15938979,97.15938979,108.08,0.009252406,0.009252406,100.6754256,100.6754256,1.449,98.73935264,98.73935264,0.8364,94.98069498,94.98069498,94.98069498,,,,
25/10/2000,8.2782,0.1208,0.1208,100.0096639,100.0096639,1.925,0.519480519,0.519480519,95.94805195,95.94805195,108.05,0.009254975,0.009254975,100.7033781,100.7033781,1.4335,97.68313458,97.68313458,0.827,93.91324097,93.91324097,93.91324097,,,,
26/10/2000,8.2785,0.1208,0.1208,100.0060397,100.0060397,1.946,0.513874615,0.513874615,94.91264132,94.91264132,108.36,0.009228498,0.009228498,100.4152824,100.4152824,1.4313,97.53321976,97.53321976,0.8271,93.92459687,93.92459687,93.92459687,,,,
27/10/2000,8.2788,0.1208,0.1208,100.0024158,100.0024158,1.931,0.51786639,0.51786639,95.64992232,95.64992232,108.75,0.009195402,0.009195402,100.0551724,100.0551724,1.4517,98.92333901,98.92333901,0.8406,95.45764252,95.45764252,95.45764252,,,,
30/10/2000,8.2780,0.1208,0.1208,100.0120802,100.0120802,1.9185,0.521240553,0.521240553,96.27313005,96.27313005,108.99,0.009175154,0.009175154,99.83484723,99.83484723,1.453,99.01192504,99.01192504,0.8432,95.75289575,95.75289575,95.75289575,,,,
31/10/2000,8.2775,0.1208,0.1208,100.0181214,100.0181214,1.908,0.524109015,0.524109015,96.80293501,96.80293501,109.15,0.009161704,0.009161704,99.68850206,99.68850206,1.4505,98.84156729,98.84156729,0.8486,96.36611401,96.36611401,96.36611401,,,,
01/11/2000,8.2773,0.1208,0.1208,100.0205381,100.0205381,1.909,0.523834468,0.523834468,96.7522263,96.7522263,108.48,0.009218289,0.009218289,100.3042035,100.3042035,1.4452,98.48040886,98.48040886,0.8584,97.4789916,97.4789916,97.4789916,,,,
02/11/2000,8.2770,0.1208,0.1208,100.0241633,100.0241633,1.919,0.521104742,0.521104742,96.24804586,96.24804586,108.39,0.009225943,0.009225943,100.3874896,100.3874896,1.444,98.39863714,98.39863714,0.8594,97.59255053,97.59255053,97.59255053,,,,
03/11/2000,8.2768,0.1208,0.1208,100.0265803,100.0265803,1.937,0.516262261,0.516262261,95.35363965,95.35363965,107.58,0.009295408,0.009295408,101.1433352,101.1433352,1.4484,98.69846678,98.69846678,0.8614,97.81966841,97.81966841,97.81966841,,,,
06/11/2000,8.2771,0.1208,0.1208,100.0229549,100.0229549,1.941,0.515198351,0.515198351,95.1571355,95.1571355,107.34,0.009316192,0.009316192,101.3694802,101.3694802,1.432,97.58091993,97.58091993,0.8584,97.4789916,97.4789916,97.4789916,,,,
07/11/2000,8.2769,0.1208,0.1208,100.0253718,100.0253718,1.9545,0.511639806,0.511639806,94.49987209,94.49987209,107.3,0.009319664,0.009319664,101.4072693,101.4072693,1.431,97.51277683,97.51277683,0.8583,97.4676357,97.4676357,97.4676357,,,,
08/11/2000,8.2772,0.1208,0.1208,100.0217465,100.0217465,1.955,0.511508951,0.511508951,94.47570332,94.47570332,107.57,0.009296272,0.009296272,101.1527378,101.1527378,1.4236,97.00851789,97.00851789,0.8559,97.19509425,97.19509425,97.19509425,,,,
09/11/2000,8.2768,0.1208,0.1208,100.0265803,100.0265803,1.963,0.50942435,0.50942435,94.09067753,94.09067753,107.41,0.00931012,0.00931012,101.3034168,101.3034168,1.4242,97.04940375,97.04940375,0.8574,97.36543266,97.36543266,97.36543266,,,,
10/11/2000,8.2772,0.1208,0.1208,100.0217465,100.0217465,1.951,0.512557663,0.512557663,94.66940031,94.66940031,107.83,0.009273857,0.009273857,100.908838,100.908838,1.4305,97.47870528,97.47870528,0.8625,97.94458324,97.94458324,97.94458324,,,,
13/11/2000,8.2768,0.1208,0.1208,100.0265803,100.0265803,1.959,0.510464523,0.510464523,94.28279735,94.28279735,107.7,0.009285051,0.009285051,101.0306407,101.0306407,1.4388,98.04429302,98.04429302,0.8607,97.74017715,97.74017715,97.74017715,,,,
14/11/2000,8.2773,0.1208,0.1208,100.0205381,100.0205381,1.945,0.514138817,0.514138817,94.96143959,94.96143959,108.15,0.009246417,0.009246417,100.6102635,100.6102635,1.4306,97.48551959,97.48551959,0.8573,97.35407677,97.35407677,97.35407677,,,,
15/11/2000,8.2768,0.1208,0.1208,100.0265803,100.0265803,1.949,0.513083633,0.513083633,94.76654695,94.76654695,108.75,0.009195402,0.009195402,100.0551724,100.0551724,1.4257,97.1516184,97.1516184,0.857,97.32000908,97.32000908,97.32000908,,,,
16/11/2000,8.2773,0.1208,0.1208,100.0205381,100.0205381,1.9475,0.513478819,0.513478819,94.83953787,94.83953787,109.08,0.009167583,0.009167583,99.75247525,99.75247525,1.4228,96.95400341,96.95400341,0.8532,96.88848512,96.88848512,96.88848512,,,,
17/11/2000,8.2769,0.1208,0.1208,100.0253718,100.0253718,1.968,0.508130081,0.508130081,93.85162602,93.85162602,108.86,0.009186111,0.009186111,99.95406945,99.95406945,1.423,96.96763203,96.96763203,0.8516,96.70679082,96.70679082,96.70679082,,,,
20/11/2000,8.2779,0.1208,0.1208,100.0132884,100.0132884,1.929,0.518403318,0.518403318,95.74909279,95.74909279,109.79,0.009108298,0.009108298,99.10738683,99.10738683,1.4222,96.91311755,96.91311755,0.8486,96.36611401,96.36611401,96.36611401,,,,
21/11/2000,8.2786,0.1208,0.1208,100.0048317,100.0048317,1.926,0.5192108,0.5192108,95.89823468,95.89823468,110.29,0.009067005,0.009067005,98.65808324,98.65808324,1.416,96.49063032,96.49063032,0.8458,96.04814899,96.04814899,96.04814899,,,,
22/11/2000,8.2782,0.1208,0.1208,100.0096639,100.0096639,1.929,0.518403318,0.518403318,95.74909279,95.74909279,110.16,0.009077705,0.009077705,98.7745098,98.7745098,1.4077,95.92504259,95.92504259,0.8423,95.65069271,95.65069271,95.65069271,,,,
23/11/2000,.,#VALUE!,,#VALUE!,,.,#VALUE!,,#VALUE!,,.,#VALUE!,,#VALUE!,,.,#VALUE!,,.,#VALUE!,,,,,,
24/11/2000,8.2779,0.1208,0.1208,100.0132884,100.0132884,1.959,0.510464523,0.510464523,94.28279735,94.28279735,111.38,0.008978273,0.008978273,97.69258395,97.69258395,1.3997,95.37989779,95.37989779,0.8382,95.18510107,95.18510107,95.18510107,,,,
27/11/2000,8.2780,0.1208,0.1208,100.0120802,100.0120802,1.9625,0.50955414,0.50955414,94.11464968,94.11464968,110.7,0.009033424,0.009033424,98.29268293,98.29268293,1.4155,96.45655877,96.45655877,0.85,96.52509653,96.52509653,96.52509653,,,,
28/11/2000,8.2777,0.1208,0.1208,100.0157048,100.0157048,1.98,0.505050505,0.505050505,93.28282828,93.28282828,110.23,0.00907194,0.00907194,98.71178445,98.71178445,1.4182,96.64054514,96.64054514,0.8547,97.05882353,97.05882353,97.05882353,,,,
29/11/2000,8.2774,0.1208,0.1208,100.0193297,100.0193297,1.958,0.51072523,0.51072523,94.33094995,94.33094995,111.28,0.008986341,0.008986341,97.78037383,97.78037383,1.4209,96.82453152,96.82453152,0.8577,97.39950034,97.39950034,97.39950034,,,,
30/11/2000,8.2777,0.1208,0.1208,100.0157048,100.0157048,1.9722,0.507047967,0.507047967,93.65175946,93.65175946,110.93,0.009014694,0.009014694,98.08888488,98.08888488,1.421,96.83134583,96.83134583,0.8694,98.7281399,98.7281399,98.7281399,,,,
01/12/2000,8.2775,0.1208,0.1208,100.0181214,100.0181214,1.981,0.504795558,0.504795558,93.23573953,93.23573953,111.15,0.008996851,0.008996851,97.89473684,97.89473684,1.4373,97.94207836,97.94207836,0.8765,99.53440836,99.53440836,99.53440836,,,,
04/12/2000,8.2771,0.1208,0.1208,100.0229549,100.0229549,1.984,0.504032258,0.504032258,93.09475806,93.09475806,111.07,0.009003331,0.009003331,97.96524714,97.96524714,1.4523,98.96422487,98.96422487,0.8875,100.7835567,100.7835567,100.7835567,,,,
05/12/2000,8.2770,0.1208,0.1208,100.0241633,100.0241633,1.96,0.510204082,0.510204082,94.23469388,94.23469388,111,0.009009009,0.009009009,98.02702703,98.02702703,1.441,98.19420784,98.19420784,0.8804,99.97728821,99.97728821,99.97728821,,,,
06/12/2000,8.2770,0.1208,0.1208,100.0241633,100.0241633,1.967,0.508388409,0.508388409,93.8993391,93.8993391,110.42,0.00905633,0.00905633,98.54193081,98.54193081,1.4365,97.88756388,97.88756388,0.8877,100.8062685,100.8062685,100.8062685,,,,
07/12/2000,8.2770,0.1208,0.1208,100.0241633,100.0241633,1.974,0.506585613,0.506585613,93.56636272,93.56636272,110.7,0.009033424,0.009033424,98.29268293,98.29268293,1.44,98.12606474,98.12606474,0.8891,100.965251,100.965251,100.965251,,,,
08/12/2000,8.2769,0.1208,0.1208,100.0253718,100.0253718,1.969,0.507872016,0.507872016,93.8039614,93.8039614,111.29,0.008985533,0.008985533,97.77158774,97.77158774,1.4442,98.41226576,98.41226576,0.8838,100.3633886,100.3633886,100.3633886,,,,
11/12/2000,8.2773,0.1208,0.1208,100.0205381,100.0205381,1.962,0.509683996,0.509683996,94.13863405,94.13863405,110.77,0.009027715,0.009027715,98.23056784,98.23056784,1.4554,99.17546848,99.17546848,0.8771,99.60254372,99.60254372,99.60254372,,,,
12/12/2000,8.2771,0.1208,0.1208,100.0229549,100.0229549,1.968,0.508130081,0.508130081,93.85162602,93.85162602,111.5,0.00896861,0.00896861,97.58744395,97.58744395,1.448,98.67120954,98.67120954,0.8775,99.6479673,99.6479673,99.6479673,,,,
13/12/2000,8.2770,0.1208,0.1208,100.0241633,100.0241633,1.965,0.508905852,0.508905852,93.99491094,93.99491094,112.4,0.008896797,0.008896797,96.80604982,96.80604982,1.451,98.87563884,98.87563884,0.8755,99.42084942,99.42084942,99.42084942,,,,
14/12/2000,8.2768,0.1208,0.1208,100.0265803,100.0265803,1.965,0.508905852,0.508905852,93.99491094,93.99491094,112.42,0.008895214,0.008895214,96.78882761,96.78882761,1.4665,99.9318569,99.9318569,0.8858,100.5905065,100.5905065,100.5905065,,,,
15/12/2000,8.2768,0.1208,0.1208,100.0265803,100.0265803,1.965,0.508905852,0.508905852,93.99491094,93.99491094,112.55,0.00888494,0.00888494,96.67703243,96.67703243,1.4763,100.5996593,100.5996593,0.8981,101.9872814,101.9872814,101.9872814,,,,
18/12/2000,8.2774,0.1208,0.1208,100.0193297,100.0193297,1.953,0.51203277,0.51203277,94.57245264,94.57245264,112.06,0.008923791,0.008923791,97.09976798,97.09976798,1.4677,100.0136286,100.0136286,0.8929,101.3967749,101.3967749,101.3967749,,,,
19/12/2000,8.2772,0.1208,0.1208,100.0217465,100.0217465,1.955,0.511508951,0.511508951,94.47570332,94.47570332,112.55,0.00888494,0.00888494,96.67703243,96.67703243,1.462,99.62521295,99.62521295,0.8902,101.0901658,101.0901658,101.0901658,,,,
20/12/2000,8.2769,0.1208,0.1208,100.0253718,100.0253718,1.958,0.51072523,0.51072523,94.33094995,94.33094995,112.58,0.008882572,0.008882572,96.65127021,96.65127021,1.4737,100.4224872,100.4224872,0.9058,102.8616852,102.8616852,102.8616852,,,,
21/12/2000,8.2768,0.1208,0.1208,100.0265803,100.0265803,1.953,0.51203277,0.51203277,94.57245264,94.57245264,112.18,0.008914245,0.008914245,96.99589945,96.99589945,1.4707,100.2180579,100.2180579,0.9112,103.4749035,103.4749035,103.4749035,,,,
22/12/2000,8.2777,0.1208,0.1208,100.0157048,100.0157048,1.958,0.51072523,0.51072523,94.33094995,94.33094995,112.75,0.00886918,0.00886918,96.50554324,96.50554324,1.4783,100.7359455,100.7359455,0.923,104.8148989,104.8148989,104.8148989,,,,
25/12/2000,.,#VALUE!,,#VALUE!,,.,#VALUE!,,#VALUE!,,.,#VALUE!,,#VALUE!,,.,#VALUE!,,.,#VALUE!,,,,,,
26/12/2000,8.2769,0.1208,0.1208,100.0253718,100.0253718,1.961,0.509943906,0.509943906,94.18663947,94.18663947,113.62,0.008801267,0.008801267,95.76659039,95.76659039,1.48,100.8517888,100.8517888,0.9292,105.5189643,105.5189643,105.5189643,,,,
27/12/2000,8.2770,0.1208,0.1208,100.0241633,100.0241633,1.96,0.510204082,0.510204082,94.23469388,94.23469388,114.2,0.008756567,0.008756567,95.28021016,95.28021016,1.4912,101.6149915,101.6149915,0.9304,105.6552351,105.6552351,105.6552351,,,,
28/12/2000,8.2781,0.1208,0.1208,100.0108721,100.0108721,1.955,0.511508951,0.511508951,94.47570332,94.47570332,114.62,0.008724481,0.008724481,94.9310766,94.9310766,1.4907,101.5809199,101.5809199,0.9257,105.1215081,105.1215081,105.1215081,,,,
29/12/2000,8.2774,0.1208,0.1208,100.0193297,100.0193297,1.951,0.512557663,0.512557663,94.66940031,94.66940031,114.35,0.008745081,0.008745081,95.15522519,95.15522519,1.4955,101.9080068,101.9080068,0.9388,106.6091301,106.6091301,106.6091301,,,,
01/01/2001,.,#VALUE!,,#VALUE!,,.,#VALUE!,,#VALUE!,,.,#VALUE!,,#VALUE!,,.,#VALUE!,,.,#VALUE!,,,,,,
02/01/2001,8.2779,0.1208,0.1208,100.0132884,100.0132884,1.938,0.515995872,0.515995872,95.30443756,95.30443756,114.73,0.008716116,0.008716116,94.84005927,94.84005927,1.4977,102.0579216,102.0579216,0.9465,107.483534,107.483534,107.483534,,,,
03/01/2001,8.2773,0.1208,0.1208,100.0205381,100.0205381,1.946,0.513874615,0.513874615,94.91264132,94.91264132,114.26,0.008751969,0.008751969,95.23017679,95.23017679,1.5045,102.5212947,102.5212947,0.9473,107.5743811,107.5743811,107.5743811,,,,
04/01/2001,8.2781,0.1208,0.1208,100.0108721,100.0108721,1.938,0.515995872,0.515995872,95.30443756,95.30443756,115.47,0.008660258,0.008660258,94.23226812,94.23226812,1.493,101.7376491,101.7376491,0.9448,107.2904838,107.2904838,107.2904838,,,,
05/01/2001,8.2775,0.1208,0.1208,100.0181214,100.0181214,1.953,0.51203277,0.51203277,94.57245264,94.57245264,116.19,0.008606593,0.008606593,93.64833462,93.64833462,1.499,102.1465077,102.1465077,0.9535,108.2784465,108.2784465,108.2784465,,,,
08/01/2001,8.2778,0.1208,0.1208,100.0144966,100.0144966,1.954,0.511770727,0.511770727,94.52405322,94.52405322,115.97,0.00862292,0.00862292,93.82598948,93.82598948,1.4969,102.0034072,102.0034072,0.9486,107.7220077,107.7220077,107.7220077,,,,
09/01/2001,8.2771,0.1208,0.1208,100.0229549,100.0229549,1.941,0.515198351,0.515198351,95.1571355,95.1571355,116.64,0.008573388,0.008573388,93.28703704,93.28703704,1.49,101.5332198,101.5332198,0.9397,106.7113332,106.7113332,106.7113332,,,,
10/01/2001,8.2769,0.1208,0.1208,100.0253718,100.0253718,1.941,0.515198351,0.515198351,95.1571355,95.1571355,116.26,0.008601411,0.008601411,93.59194908,93.59194908,1.491,101.6013629,101.6013629,0.9387,106.5977742,106.5977742,106.5977742,,,,
11/01/2001,8.2767,0.1208,0.1208,100.0277889,100.0277889,1.949,0.513083633,0.513083633,94.76654695,94.76654695,117.56,0.008506295,0.008506295,92.55699217,92.55699217,1.4965,101.9761499,101.9761499,0.952,108.1081081,108.1081081,108.1081081,,,,
12/01/2001,8.2768,0.1208,0.1208,100.0265803,100.0265803,1.949,0.513083633,0.513083633,94.76654695,94.76654695,117.76,0.008491848,0.008491848,92.3997962,92.3997962,1.4778,100.7018739,100.7018739,0.9486,107.7220077,107.7220077,107.7220077,,,,
15/01/2001,.,#VALUE!,,#VALUE!,,.,#VALUE!,,#VALUE!,,.,#VALUE!,,#VALUE!,,.,#VALUE!,,.,#VALUE!,,,,,,
16/01/2001,8.2766,0.1208,0.1208,100.0289974,100.0289974,1.954,0.511770727,0.511770727,94.52405322,94.52405322,117.28,0.008526603,0.008526603,92.77796726,92.77796726,1.4675,100,100,0.9374,106.4501476,106.4501476,106.4501476,,,,
17/01/2001,8.2764,0.1208,0.1208,100.0314146,100.0314146,1.954,0.511770727,0.511770727,94.52405322,94.52405322,118.35,0.008449514,0.008449514,91.9391635,91.9391635,1.4723,100.3270869,100.3270869,0.9306,105.6779469,105.6779469,105.6779469,,,,
18/01/2001,8.2764,0.1208,0.1208,100.0314146,100.0314146,1.953,0.51203277,0.51203277,94.57245264,94.57245264,117.78,0.008490406,0.008490406,92.38410596,92.38410596,1.4755,100.5451448,100.5451448,0.9446,107.267772,107.267772,107.267772,,,,
19/01/2001,8.2764,0.1208,0.1208,100.0314146,100.0314146,1.96,0.510204082,0.510204082,94.23469388,94.23469388,117.23,0.00853024,0.00853024,92.81753817,92.81753817,1.4683,100.0545145,100.0545145,0.9363,106.3252328,106.3252328,106.3252328,,,,
22/01/2001,8.2782,0.1208,0.1208,100.0096639,100.0096639,1.958,0.51072523,0.51072523,94.33094995,94.33094995,116.62,0.008574859,0.008574859,93.3030355,93.3030355,1.465,99.82964225,99.82964225,0.9374,106.4501476,106.4501476,106.4501476,,,,
23/01/2001,8.2786,0.1208,0.1208,100.0048317,100.0048317,1.959,0.510464523,0.510464523,94.28279735,94.28279735,116.95,0.008550663,0.008550663,93.03976058,93.03976058,1.4715,100.2725724,100.2725724,0.9389,106.620486,106.620486,106.620486,,,,
24/01/2001,8.2786,0.1208,0.1208,100.0048317,100.0048317,1.962,0.509683996,0.509683996,94.13863405,94.13863405,118.18,0.008461669,0.008461669,92.07141648,92.07141648,1.4616,99.59795571,99.59795571,0.9258,105.132864,105.132864,105.132864,,,,
25/01/2001,8.2786,0.1208,0.1208,100.0048317,100.0048317,1.974,0.506585613,0.506585613,93.56636272,93.56636272,116.91,0.008553588,0.008553588,93.07159353,93.07159353,1.4605,99.5229983,99.5229983,0.9219,104.6899841,104.6899841,104.6899841,,,,
26/01/2001,8.2786,0.1208,0.1208,100.0048317,100.0048317,1.977,0.505816894,0.505816894,93.42438037,93.42438037,117.16,0.008535336,0.008535336,92.8729942,92.8729942,1.459,99.42078365,99.42078365,0.9213,104.6218487,104.6218487,104.6218487,,,,
29/01/2001,8.2786,0.1208,0.1208,100.0048317,100.0048317,1.977,0.505816894,0.505816894,93.42438037,93.42438037,116.67,0.008571184,0.008571184,93.26304963,93.26304963,1.457,99.28449744,99.28449744,0.9181,104.2584601,104.2584601,104.2584601,,,,
30/01/2001,8.2786,0.1208,0.1208,100.0048317,100.0048317,1.9695,0.507743082,0.507743082,93.78014725,93.78014725,115.75,0.008639309,0.008639309,94.00431965,94.00431965,1.4615,99.5911414,99.5911414,0.9264,105.2009993,105.2009993,105.2009993,,,,
31/01/2001,8.2781,0.1208,0.1208,100.0108721,100.0108721,1.972,0.507099391,0.507099391,93.66125761,93.66125761,116.39,0.008591803,0.008591803,93.48741301,93.48741301,1.4613,99.57751278,99.57751278,0.9308,105.7006586,105.7006586,105.7006586,,,,
01/02/2001,8.2772,0.1208,0.1208,100.0217465,100.0217465,1.9825,0.504413619,0.504413619,93.16519546,93.16519546,115.33,0.008670771,0.008670771,94.34665742,94.34665742,1.4775,100.681431,100.681431,0.9384,106.5637066,106.5637066,106.5637066,,,,
02/02/2001,8.2774,0.1208,0.1208,100.0193297,100.0193297,1.994,0.501504514,0.501504514,92.62788365,92.62788365,115.65,0.008646779,0.008646779,94.08560311,94.08560311,1.4692,100.1158433,100.1158433,0.9357,106.2570974,106.2570974,106.2570974,,,,
05/02/2001,8.2770,0.1208,0.1208,100.0241633,100.0241633,1.996,0.501002004,0.501002004,92.53507014,92.53507014,114.99,0.008696408,0.008696408,94.62561962,94.62561962,1.475,100.5110733,100.5110733,0.9395,106.6886214,106.6886214,106.6886214,,,,
06/02/2001,8.2766,0.1208,0.1208,100.0289974,100.0289974,1.997,0.500751127,0.500751127,92.4887331,92.4887331,114.88,0.008704735,0.008704735,94.71622563,94.71622563,1.4585,99.3867121,99.3867121,0.9304,105.6552351,105.6552351,105.6552351,,,,
07/02/2001,8.2765,0.1208,0.1208,100.030206,100.030206,2.006,0.498504487,0.498504487,92.07377866,92.07377866,116.21,0.008605111,0.008605111,93.63221754,93.63221754,1.4633,99.71379898,99.71379898,0.9331,105.9618442,105.9618442,105.9618442,,,,
08/02/2001,8.2763,0.1208,0.1208,100.0326233,100.0326233,1.992,0.502008032,0.502008032,92.72088353,92.72088353,116.3,0.008598452,0.008598452,93.55975924,93.55975924,1.444,98.39863714,98.39863714,0.9184,104.2925278,104.2925278,104.2925278,,,,
09/02/2001,8.2764,0.1208,0.1208,100.0314146,100.0314146,1.986,0.503524673,0.503524673,93.00100705,93.00100705,117.57,0.008505571,0.008505571,92.54911967,92.54911967,1.449,98.73935264,98.73935264,0.9267,105.235067,105.235067,105.235067,,,,
12/02/2001,8.2774,0.1208,0.1208,100.0193297,100.0193297,1.983,0.504286435,0.504286435,93.14170449,93.14170449,117.62,0.008501955,0.008501955,92.50977725,92.50977725,1.4513,98.89608177,98.89608177,0.9287,105.4621849,105.4621849,105.4621849,,,,
13/02/2001,8.2765,0.1208,0.1208,100.030206,100.030206,1.982,0.504540868,0.504540868,93.18869828,93.18869828,117.3,0.008525149,0.008525149,92.76214834,92.76214834,1.451,98.87563884,98.87563884,0.9204,104.5196457,104.5196457,104.5196457,,,,
14/02/2001,8.2764,0.1208,0.1208,100.0314146,100.0314146,1.989,0.502765209,0.502765209,92.86073404,92.86073404,116.65,0.008572653,0.008572653,93.27903986,93.27903986,1.4578,99.33901193,99.33901193,0.9197,104.4401544,104.4401544,104.4401544,,,,
15/02/2001,8.2772,0.1208,0.1208,100.0217465,100.0217465,1.984,0.504032258,0.504032258,93.09475806,93.09475806,115.67,0.008645284,0.008645284,94.06933518,94.06933518,1.449,98.73935264,98.73935264,0.9057,102.8503293,102.8503293,102.8503293,,,,
16/02/2001,8.2770,0.1208,0.1208,100.0241633,100.0241633,1.993,0.501756147,0.501756147,92.67436026,92.67436026,115.46,0.008661008,0.008661008,94.24042959,94.24042959,1.4505,98.84156729,98.84156729,0.9162,104.0426982,104.0426982,104.0426982,,,,
19/02/2001,.,#VALUE!,,#VALUE!,,.,#VALUE!,,#VALUE!,,.,#VALUE!,,#VALUE!,,.,#VALUE!,,.,#VALUE!,,,,,,
20/02/2001,8.2767,0.1208,0.1208,100.0277889,100.0277889,2.009,0.49776008,0.49776008,91.93628671,91.93628671,115.57,0.008652765,0.008652765,94.15073116,94.15073116,1.4436,98.3713799,98.3713799,0.9096,103.2932092,103.2932092,103.2932092,,,,
21/02/2001,8.2772,0.1208,0.1208,100.0217465,100.0217465,2.019,0.4952947,0.4952947,91.48093115,91.48093115,116.45,0.008587377,0.008587377,93.43924431,93.43924431,1.4385,98.02385009,98.02385009,0.9077,103.0774472,103.0774472,103.0774472,,,,
22/02/2001,8.2769,0.1208,0.1208,100.0253718,100.0253718,2.044,0.489236791,0.489236791,90.36203523,90.36203523,116.53,0.008581481,0.008581481,93.37509654,93.37509654,1.4447,98.44633731,98.44633731,0.9069,102.9866,102.9866,102.9866,,,,
23/02/2001,8.2774,0.1208,0.1208,100.0193297,100.0193297,2.047,0.488519785,0.488519785,90.2296043,90.2296043,116.15,0.008609557,0.008609557,93.68058545,93.68058545,1.447,98.60306644,98.60306644,0.9095,103.2818533,103.2818533,103.2818533,,,,
26/02/2001,8.2776,0.1208,0.1208,100.0169131,100.0169131,2.03,0.492610837,0.492610837,90.98522167,90.98522167,116.63,0.008574123,0.008574123,93.29503558,93.29503558,1.444,98.39863714,98.39863714,0.9093,103.2591415,103.2591415,103.2591415,,,,
